Winery,Wine Name,Vintage,Appellation,Country,Class Nam,Price,Medal
Frog's Tooth Winery,Grenache,2018,Sierra Foothills,USA,Grenache,32,B
Frog's Tooth Winery,GSM,2018,Sierra Foothills,USA,Red Rhône Blend,36,B
Frog's Tooth Winery,Alicante Bouschet,2018,California,USA,Other Red Varietal,42,S
Frogtown Cellars,Clos Primavea Premium Bordeaux Blend,2018,Geneseo District,USA,Premium Bordeaux Blend >$25,52,B
Frogtown Cellars,Adelaida Clos Red Blend,2018,Geneseo District,USA,Premium Non- Bordeaux Blends>$25,52,B
Frogtown Cellars,Priority Red Blend,2016,Dahlonega Plateau,USA,Premium Non- Bordeaux Blends>$25,49,B
Frogtown Cellars,Marsanne,2018,Dahlonega Plateau,USA,White Rhône Varietal,34,S
Fruit '&' Spice,Petite Verdot,2018,Dunnigan Hills,USA,Petit Verdot,22,B
Funasaka Brewery,Premium Sake,2021,Miyamagiku Tokubetsu Junmai,Japan,Saké,35,G
Funasaka Brewery,Jingoro Sake,2021,Jingoro Limited Edition,Japan,Saké,15,G
Funasaka Brewery,Sake,2021,Yuzu Bay Sake,Japan,Saké,30,GG
Funasaka Brewery,Sake,2021,Jingoro Honjozo,Japan,Saké,28,S
Furthermore,Pinot Pinot Noir,2018,Green Valley of Russian River Valley,USA,Pinot Noir,55,B
Furthermore,Pinot Noir,2018,Santa Lucia Highlands,USA,Pinot Noir,55,B
Furthermore,Pinot Noir,2018,Sonoma Coast,USA,Pinot Noir,60,G
Furthermore,Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,50,G
Furthermore,Pinot Noir,2018,Sta. Rita Hills,USA,Pinot Noir,55,GG
Furthermore,Pinot Noir,2018,Petaluma Gap,USA,Pinot Noir,60,S
Furthermore,Pinot Noir,2018,Russian River Valley,USA,Pinot Noir,55,S
Furthermore,Pinot Noir,2018,Sonoma Coast,USA,Pinot Noir,75,S
Furthermore,Pinot Noir,2018,Santa Lucia Highlands,USA,Pinot Noir,60,S
Furthermore,Pinot Noir,2018,Sonoma Coast,USA,Pinot Noir,60,S
Game Box,Cabernet Sauvignon,2020,California,USA,Cabernet Sauvignon,25,S
Game Box,Chardonnay,2020,California,USA,Chardonnay,25,S
Garemani Wines,Single Vineyard Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,75,B
Garemani Wines,Single Vineyard Sauvignon Blanc,2019,Los Alamos,USA,Sauvignon Blanc,45,B
Garemani Wines,Single Vineyard Syrah,2019,Sta. Rita Hills,USA,Syrah / Shiraz,60,B
Garemani Wines,Single Vineyard Merlot,2020,Paso Robles,USA,Merlot,60,G
Garemani Wines,Single Vineyard| Goodchild High 9 Vineyard Pinot Noir,2019,Santa Maria Valley,USA,Pinot Noir,60,G
Garemani Wines,Rosé,NV,California,USA,Rosé,50,G
Garemani Wines,Single Vineyard Tannat,2019,Paso Robles,USA,Other Red Varietal,60,S
Garré Vineyard '&' Winery,Petite Sirah,2018,Livermore Valley,USA,Petite Sirah,40,B
Garré Vineyard '&' Winery,Cabernet Franc,2018,Livermore Valley,USA,Cabernet Franc,38,G
Garré Vineyard '&' Winery,Profound Secret Bordeaux Blend,2018,Livermore Valley,USA,Premium Bordeaux Blend >$25,36,G
Garré Vineyard '&' Winery,Primitivo,2018,Livermore Valley,USA,Primitivo,34,GG
Garré Vineyard '&' Winery,Sangiovese,2018,Livermore Valley,USA,Sangiovese,32,GG
Garré Vineyard '&' Winery,Syrah,2018,Livermore| Ca,USA,Syrah / Shiraz,30,S
Gary Farrell Winery,Chardonnay,2018,Russian River Valley,USA,Chardonnay,45,B
Gary Farrell Winery,Pinot Noir,2018,Russian River Valley,USA,Pinot Noir,55,G
Gary Farrell Winery,Russian River Selection Chardonnay,2019,Russian River Valley,USA,Chardonnay,35,S
Gary Farrell Winery,Russian River Selection Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,45,S
Gervasi,Bellina Chardonnay,NV,American,USA,Chardonnay,31,B
Gervasi,Chardonnay,NV,American,USA,Chardonnay,23,B
Gervasi,Lucello Pinot Grigio,NV,American,USA,Pinot Gris/ Pinot Grigio,23,B
Gervasi,Reserve Aromella,2020,Ohio,USA,Other Hybrid White Varietal,26,G
Gervasi,Sognata Vidal Blanc IceWine,NV,American,USA,Ice Wine (All White Varietals),35,S
Gervasi,Piove Riesling,NV,American,USA,Riesling 0.71% r.s. or above,21,S
Gervasi,Zin Zin Zinfandel,NV,American,USA,Zinfandel,29,S
GFF Lodi,Zinfandel,2020,Lodi,USA,Zinfandel,17,G
GFF Lodi,Chardonnay,2020,Lodi,USA,Chardonnay,16,S
Ghost Pines,Winemaker's Blend Merlot,2018,California,USA,Merlot,20,G
Ghost Pines,Cabernet Sauvignon,2018,California,USA,Cabernet Sauvignon,23,GG
Ghost Pines,Chardonnay,2019,California,USA,Chardonnay,20,S
Ghost Pines,Winemaker's Blend Pinot Noir,NV,California,USA,Pinot Noir,23,S
Ghost Pines,Winemaker's Blend Zinfandel,2018,California,USA,Zinfandel,20,S
Gianelli Vineyards,Grenache,2016,Tuolumne County,USA,Grenache,24,B
Gianelli Vineyards,Nino Red Blend,2018,Tuolumne County,USA,Premium Non- Bordeaux Blends>$25,32,B
Gianelli Vineyards,Sangiovese Grosso,2018,Tuolumne County,USA,Sangiovese,26,G
Gianelli Vineyards,Dolcetto,2017,Tuolumne County,USA,Dolcetto,29,S
Gianelli Vineyards,Nebbiolo,2019,Tuolumne County,USA,Nebbiolo (Barbaresco| Barolo),32,S
GIFFT,Rosé,2020,California,USA,Rosé,25,B
GIFFT,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,25,S
GIFFT,Chardonnay,2019,California,USA,Chardonnay,25,S
GIFFT,Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,25,S
Girl and the Grapes,Cabernet Sauvignon,2016,Palos Verdes Penninsula,USA,Cabernet Sauvignon,80,B
Girl and the Grapes,Cabernet Sauvignon,2017,Palos Verdes Penninsula,USA,Cabernet Sauvignon,80,B
Golden Oak Micro Cellar,Reserve Blanc Du Bois,2020,Texas,USA,Other Hybrid White Varietal,22,B
Gordon Estate,Cabernet Sauvignon,2017,Columbia Valley,USA,Cabernet Sauvignon,24,B
Gordon Estate,Syrah,2018,Columbia Valley,USA,Syrah / Shiraz,24,S
Gougér Cellars Winery,Cabernet Franc,2019,Yakima Valley,USA,Cabernet Franc,55,B
Gougér Cellars Winery,Cabernet Sauvignon,2012,Suisun Valley,USA,Cabernet Sauvignon,59,B
Gougér Cellars Winery,Sangiovese,2019,Suisun Valley,USA,Sangiovese,59,S
Grape Creek Vineyard,Cuvee Blanc,2020,Texas,USA,Other White Blend .7% or below,26,B
Grape Creek Vineyard,Pinot Grigio,2020,Texas,USA,Pinot Gris/ Pinot Grigio,26,B
Grape Creek Vineyard,Mosaic Premium Bordeaux Blend,2019,Texas,USA,Premium Bordeaux Blend >$25,41,B
Grape Creek Vineyard,Cab Blanc Rosé,2020,Texas,USA,Varietal Rosé,25,B
Grape Creek Vineyard,Viognier,2020,None,USA,Viognier,27,B
Grape Creek Vineyard,Serendipity Premium Bordeaux Blend,2019,None,USA,Premium Bordeaux Blend >$25,47,G
Grape Creek Vineyard,Merlot,2019,Texas High Plains,USA,Merlot,30,S
Grape Creek Vineyard,Muscat Canelli,2020,Texas,USA,Muscat,25,S
Grape Creek Vineyard,Rendezvous Red Blend,2019,Texas High Plains,USA,Non-Bordeaux Blend<$25,30,S
Grape Creek Vineyard,Invention Petit Verdot,2019,Texas,USA,Petit Verdot,44,S
Grape Creek Vineyard,Petite Sirah,2019,Texas High Plains,USA,Petite Sirah,38,S
Grape Creek Vineyard,Cabernet Trois,2019,Texas High Plains,USA,Premium Non- Bordeaux Blends>$25,30,S
Grape Creek Vineyard,Prosperity Red Blend,2019,Texas,USA,Premium Non- Bordeaux Blends>$25,38,S
Grape Creek Vineyard,Riesling,2020,Texas,USA,Riesling 0.71% r.s. or above,25,S
Grape Creek Vineyard,Bellissimo Red Blend,2019,Texas High Plains,USA,Sangiovese Blend,41,S
Grape Creek Vineyard,Semi-Sweet Grand Rouge,2020,None,USA,Sweet Red,26,S
Grape Creek Vineyard,Rosé of Malbec Rosé of Malbec,2020,Texas,USA,Varietal Rosé,30,S
Gray Ghost Vineyards,Reserve Chardonnay,2019,Virginia,USA,Chardonnay,29,B
Gray Ghost Vineyards,Romantic Rosé,NV,Virginia,USA,Rosé,20,B
Gray Ghost Vineyards,Adieu Late Harvest Vidal Blanc,2020,Virginia,USA,Late Harvest Hybrid White,30,S
Green Darner,Riesling,2019,Yakima Valley,USA,Riesling .7% or below,18,S
Hall Ranch,Sauvignon Blanc,2020,Paso Robles,USA,Sauvignon Blanc,16,B
Hall Ranch,Zinfandel,2019,Paso Robles,USA,Zinfandel,16,G
Hall Ranch,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,16,S
Hamilton Cellars,Bona Vita Premium Bordeaux Blend,2018,Red Mountain Ava,USA,Premium Bordeaux Blend >$25,40,B
Hamilton Cellars,Estate Cabernet Franc,2018,Red Mountain AVA,USA,Cabernet Franc,40,G
Hamilton Cellars,Estate Cabernet Sauvignon,2018,Red Mountain Ava,USA,Cabernet Sauvignon,40,S
Hamilton Cellars,Estate Malbec,2018,Red Mountain AVA,USA,Malbec,48,S
Hawkins Cellars,Estate Pinot Noir,2019,Columbia Gorge,USA,Pinot Noir,50,S
Hawkins Cellars,Caldera Red Blend,2018,Yakima Valley,USA,Red Rhône Blend,36,S
Heath Sparkling Wines,Euphoria Brut,2019,Texas,USA,Brut (less than 12 g/l),43,B
Heath Sparkling Wines,Adoration Rosé,2019,Texas,USA,Rosé,43,G
Heath Sparkling Wines,Blanc de Blanc,2019,Clarksburg,USA,Blanc de Blanc,43,S
Heath Sparkling Wines,Ebullience Extra Dry,2019,Texas,USA,Extra Brut (0-6 g/l),43,S
Heath Vineyards,Pinot Noir,2018,Paso Robles| Willow Creek District,USA,Pinot Noir,82,B
Heath Vineyards,Absolution Premium Bordeaux Blend,2018,Paso Robles| Willow Creek District,USA,Premium Bordeaux Blend >$25,94,G
Heath Vineyards,Liberation Cabernet Sauvignon,2018,Paso Robles| Willow Creek District,USA,Cabernet Sauvignon,94,S
Heath Vineyards,Syrah,2018,Paso Robles| Willow Creek District,USA,Syrah / Shiraz,94,S
Helwig Winery,Gold Country Petite Sirah,2018,Sierra Foothills,USA,Petite Sirah,18,B
Helwig Winery,Three Sisters White Blend,2018,CA Shenandoah Valley,USA,White Rhône Blend,45,B
Helwig Winery,Roussanne,2020,CA Shenandoah Valley,USA,White Rhône Varietal,28,B
Helwig Winery,Old Driller Zinfandel,2017,CA Shenandoah Valley,USA,Zinfandel,28,B
Helwig Winery,Gold Country Barbera,2018,Sierra Foothills,USA,Barbera,18,G
Helwig Winery,Gold Country Zinfandel,2019,Amador County,USA,Zinfandel,18,G
Helwig Winery,Graciano,2016,CA Shenandoah Valley,USA,Spanish / Portugese / Argentine Reds,30,GG
Helwig Winery,Barbera,2018,Amador County,USA,Barbera,26,S
Helwig Winery,Gold Country Barbera,2019,Amador County,USA,Barbera,18,S
Helwig Winery,Cabernet Sauvignon,2015,CA Shenandoah Valley,USA,Cabernet Sauvignon,75,S
Helwig Winery,Grenache,2018,CA Shenandoah Valley,USA,Grenache,34,S
Helwig Winery,Gold Country Red Blend,2019,Sierra Foothills,USA,Non-Bordeaux Blend<$25,18,S
Helwig Winery,Petite Sirah,2015,CA Shenandoah Valley,USA,Petite Sirah,34,S
Helwig Winery,Mastro de Bodega Red Blend,2017,CA Shenandoah Valley,USA,Premium Non- Bordeaux Blends>$25,32,S
Helwig Winery,GSM,2017,CA Shenandoah Valley,USA,Red Rhône Blend,30,S
Helwig Winery,Sparkling Rosé,2020,Suisun Valley,USA,Rosé,26,S
Henry Estate,Pinot Noir,2019,Umpqua Valley,USA,Pinot Gris/ Pinot Grigio,25,B
Henry Estate,Pinot Noir,2017,Umpqua Valley,USA,Pinot Noir,30,B
Hero of Zero,Preservative Free Shiraz,2021,South Australia,Australia,Syrah / Shiraz,14,G
Herzog Lineage,Chardonnay,2019,Clarksburg,USA,Chardonnay,20,B
Herzog Lineage,Malbec,2019,Clarksburg,USA,Malbec,20,B
Herzog Lineage,Rosé,2020,Clarksburg,USA,Rosé,20,B
Herzog Lineage,Musque Clone Sauvignon Blanc,2020,Lake County,USA,Sauvignon Blanc,20,B
Herzog Lineage,Momentus,NV,California,USA,Sec (17-32 g/l),20,S
Herzog Special Reserve,Cabernet Sauvignon,2018,Alexander Valley,USA,Cabernet Sauvignon,44,B
Herzog Special Reserve,Méthode Champenoise Blanc de Blanc,NV,Russian River Valley,USA,Blanc de Blanc,60,S
Herzog Special Reserve,Cabernet Sauvignon,2019,Lake County,USA,Cabernet Sauvignon,44,S
Herzog Special Reserve,Cabernet Sauvignon,2018,Napa Valley,USA,Cabernet Sauvignon,54,S
Herzog Special Reserve,Chardonnay,2019,Russian River Valley,USA,Chardonnay,36,S
Herzog Variations,Beleaf Cabernet Sauvignon,2020,Paso Robles,USA,Organic Wine,20,S
Hester Creek Estate Winery,Ti Amo Sparkling,2020,Okanagan Valley,Canada,Extra Dry (12-17 g/l),20,B
Hester Creek Estate Winery,The Judge Premium Bordeaux Blend,2018,Golden Mile Bench,Canada,Premium Bordeaux Blend >$25,44,B
Hester Creek Estate Winery,Viognier,2020,Okanagan Valley,Canada,Viognier,20,B
Hester Creek Estate Winery,Old Vine Cabernet Franc,2019,Golden Mile Bench/Okanagan Valley,Canada,Cabernet Franc,26,G
Hester Creek Estate Winery,Old Vine Brut,2018,Golden Mile Bench/Okanagan Valley,Canada,Brut (less than 12 g/l),35,S
Hester Creek Estate Winery,Old Vine Trebbiano,2020,Golden Mile Bench/Okanagan Valley,Canada,Italian White Varietal,23,S
Hester Creek Estate Winery,Old Vine| Estate Merlot,2019,Golden Mile Bench/Okanagan Valley,Canada,Merlot,26,S
Hester Creek Estate Winery,Old Vine Pinot Blanc,2020,Golden Mile Bench/Okanagan Valley,Canada,Pinot Blanc,16,S
Hidden Hangar,Malbec,2018,Texoma,USA,Malbec,29,B
Hidden Hangar,Fly Girls Red Blend,2018,Texoma,USA,Premium Non- Bordeaux Blends>$25,59,B
Hidden Hangar,Triplane Red Blend,2018,Texoma,USA,Premium Non- Bordeaux Blends>$25,42,B
Hidden Hangar,Bi-Planee Red Blend,2018,Texoma,USA,Premium Non- Bordeaux Blends>$25,49,S
Hidden Hangar,Syrah,2018,Texoma,USA,Syrah / Shiraz,48,S
Highlands 41,Chardonnay,2019,Monterey| Arroyo Seco AVA,USA,Chardonnay,17,B
Highlands 41,Red Blend,2019,Paso Robles,USA,Non-Bordeaux Blend<$25,15,B
Highlands 41,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,15,GG
Hindsight Vineyards,Chardonnay,2019,Napa Valley,USA,Chardonnay,32,G
Hindsight Vineyards,20/20 Cabernet Sauvignon,2018,Napa Valley,USA,Cabernet Sauvignon,40,S
Hindsight Vineyards,Estate Cabernet Sauvignon,2017,Calistoga| Napa Valley,USA,Cabernet Sauvignon,75,S
Hindsight Vineyards,Sauvignon Blanc,2020,Napa Valley,USA,Sauvignon Blanc,26,S
Hive '&' Honey,Estate Gewürztraminer,2020,Monterey County,USA,Gewürztraminer 2% or above,8,S
Holmes Harbor Cellars,Le Annate Premium Bordeaux Blend,2015,Walla Walla Valley/Yakima Valley,USA,Premium Bordeaux Blend >$25,38,B
Holmes Harbor Cellars,Teragré Red Etude Red Blend,2016,Walla Walla Valley/Yakima Valley,USA,Premium Non- Bordeaux Blends>$25,37,B
Holmes Harbor Cellars,Serenade Red Blend,2015,Walla Walla Valley/Yakima Valley,USA,Premium Non- Bordeaux Blends>$25,36,B
Holmes Harbor Cellars,Cabernet Sauvignon,2016,Walla Walla Valley,USA,Cabernet Sauvignon,33,S
Hook Or Crook,Reserve Old Vine Zinfandel,2018,Lodi,USA,Zinfandel,12,G
Hook Or Crook,Reserve Merlot,2019,Lodi,USA,Merlot,12,GG
Hook Or Crook,Reserve Cabernet Sauvignon,2018,Lodi,USA,Cabernet Sauvignon,12,S
Hunter's Wines,Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,15,B
Hábanskê Sklepy,pozdní sběr Sauvignon,2020,Morava,Czech Republic,Sauvignon Blanc,9,GG
Hábanskê Sklepy,pozdní sběr Rulandské modré,2018,Morava,Czech Republic,Pinot Noir,9,S
Idyll Wine Co.,Arcadian Shiraz,2019,Victoria,Australia,Syrah / Shiraz,10,G
Idyll Wine Co.,Arcadian Cabernet Sauvignon,2019,New South Wales,Australia,Cabernet Sauvignon,10,S
Idyll Wine Co.,Idyll Victoria Cabernet Sauvignon,2019,Victoria,Australia,Cabernet Sauvignon,12,S
Idyll Wine Co.,Arcadian Chardonnay,2020,South Eastern Australia,Australia,Chardonnay,12,S
Idyll Wine Co.,Idyll Victoria Shiraz,2019,Victoria,Australia,Syrah / Shiraz,12,S
Idyll Wine Co.,Whispers Shiraz,2019,South Eastern Australia,Australia,Syrah / Shiraz,6,S
Illustrious,Chardonnay,2020,Napa Valley,USA,Chardonnay,41,S
Infamous Dodger,Vermentino,2021,Murray Darling,Australia,Italian White Varietal,17,B
Ingleside Vineyards,Albariño,2019,Virginia,USA,Spanish / Argentine/ Portugese White Varietals,25,B
Ingleside Vineyards,Sangiovese,2019,Virginia,USA,Sangiovese,25,S
Initial,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,22,S
Inniskillin,Reserve Cabernet Franc,2018,Niagara Peninsula,Canada,Cabernet Franc,26,B
Inniskillin,Reserve Pinot Gris,2019,Niagara Peninsula,Canada,Pinot Gris/ Pinot Grigio,21,B
Inniskillin,Cabernet Sauvignon Ice Wine,2019,Niagara Peninsula,Canada,Red Ice Wine,100,B
Inniskillin,Vidal Blanc Ice wine,2018,Niagara Peninsula,Canada,Ice Wine (All White Varietals),80,G
Inniskillin,Sparkling Cabernet Franc Ice Wine,2019,Niagara Peninsula,Canada,Red Ice Wine,120,G
Inniskillin,Chardonnay,2019,4 Mile Creek,Canada,Chardonnay,26,GG
Inniskillin,Riesling Ice Wine,2019,Niagara Peninsula,Canada,Ice Wine (All White Varietals),80,GG
Inniskillin,Reserve Riesling,2019,Niagara Peninsula,Canada,Riesling 0.71% r.s. or above,21,GG
Inniskillin,Reserve Cabernet Franc Rosé,2020,Niagara Peninsula,Canada,Varietal Rosé,21,GG
Inniskillin,Sparkling Vidal Blanc Icewine,2019,Niagara Peninsula,Canada,Ice Wine (All White Varietals),80,S
Inniskillin,Merlot,2018,4 Mile Creek,Canada,Merlot,31,S
Inniskillin,Reserve Pinot Noir,2018,Niagara Peninsula,Canada,Pinot Noir,26,S
Inniskillin,Reserve Viognier,2019,Niagara Peninsula,Canada,Viognier,27,S
Inside Track,Limited Release Cabernet Sauvignon,2018,Alexander Valley,USA,Cabernet Sauvignon,43,S
Intermingle,Red Blend,2018,California,USA,Non-Bordeaux Blend<$25,7,S
Invivo X,Michelle's Pinot Noir,2020,Central Otago,New Zealand,Pinot Noir,40,B
Invivo X,SJP Rosé,2020,Sud de France,France,Rosé,20,B
Invivo X,SJP Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,20,S
ITO Wines LLC,Chiacchierone Catarratto,2020,Terre Siciliane IGT,Italy,Italian White Varietal,17,B
ITO Wines LLC,Flores de Beco 50% Touriga Nacional 30% Syrah 20% Alicante Bouschet,2020,Alentejo,Portugal,Spanish / Portugese / Argentine Reds,19,G
ITO Wines LLC,Avincerre Red Blend,2020,Marche Rosso IGT,Italy,Sangiovese Blend,19,S
ITO Wines LLC,Hot Ticket Shiraz,2020,South Eastern Australia,Australia,Syrah / Shiraz,18,S
Iwamura,Premium Nigori Sake,2021,Onna Joshu Tokubetsu Honjozo Nigori,Japan,Saké,35,G
Iwate Me Oshu-no-Ryu,Junmai Daiginjo,2021,Iwate Prefecture,Japan,Saké,65,GG
Iwate Me Oshu-no-Ryu,Tokubetsu,2021,Iwate Prefecture,Japan,Saké,30,S
Iwate Me Oshu-no-Ryu,Junmai Ginjo,2021,Iwate Prefecture,Japan,Saké,35,S
J Vineyards '&' Winery,Pinot Gris,2020,California,USA,Pinot Gris/ Pinot Grigio,20,B
J Vineyards '&' Winery,Cuvee,NV,California,USA,Brut Nature (less than 3g/l),25,G
J Vineyards '&' Winery,Cuvee 20,NV,California,USA,Brut Nature (less than 3g/l),38,S
J Vineyards '&' Winery,Chardonnay,2019,California,USA,Chardonnay,20,S
J Vineyards '&' Winery,Chardonnay,2018,California,USA,Chardonnay,31,S
J Vineyards '&' Winery,Winemaker's Selection Pinot Noir,2018,Monterey/Sonoma/Santa Barbara,USA,Pinot Noir,25,S
J Vineyards '&' Winery,Pinot Noir,2019,California,USA,Pinot Noir,25,S
J Vineyards '&' Winery,Brut Rosé,NV,California,USA,Rosé,45,S
J. Lohr,October Night Chardonnay,2020,Arroyo Seco,USA,Chardonnay,25,B
J. Lohr,Pure Paso Proprietary Red Blend,2018,Paso Robles,USA,Premium Non- Bordeaux Blends>$25,27,B
J. Lohr,Bay Mist Riesling,2020,Arroyo Seco,USA,Riesling 2% or above,10,B
J. Lohr,Carol's Vineyard Cabernet Sauvignon,2017,Helena| Napa Valley,USA,Cabernet Sauvignon,60,G
J. Lohr,Seven Oaks Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,17,G
J. Lohr,STE Premium Bordeaux Blend,2017,Paso Robles,USA,Premium Bordeaux Blend >$25,50,G
J. Lohr,Signature Cabernet Sauvignon,2018,Paso Robles,USA,Cabernet Sauvignon,100,GG
J. Lohr,Los Osos Merlot,2019,Paso Robles,USA,Merlot,15,GG
J. Lohr,Fog's Reach Pinot Noir,2019,Arroyo Seco,USA,Pinot Noir,35,GG
J. Lohr,Hilltop Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,35,S
J. Lohr,Arroyo Vista Chardonnay,2019,Arroyo Seco,USA,Chardonnay,25,S
J. Lohr,South Ridge Valdiguié,2020,Arroyo Seco,USA,Other Red Varietal,10,S
J. Lohr,Tower Road Petite Sirah,2018,Paso Robles,USA,Petite Sirah,35,S
J. Lohr,Falcon's Perch Pinot Noir,2020,Monterey County,USA,Pinot Noir,17,S
J. Lohr,Cuvee PAU Premium Bordeaux Blend,2017,Paso Robles,USA,Premium Bordeaux Blend >$25,50,S
J. Lohr,Cuvee POM Premium Bordeaux Blend,2017,Paso Robles,USA,Premium Bordeaux Blend >$25,50,S
J. Lohr,South Ridge Syrah,2019,Paso Robles,USA,Syrah / Shiraz,15,S
J. Moss Wines,Cabernet Sauvignon,2017,Howell Mountain,USA,Cabernet Sauvignon,98,S
J. Moss Wines,Cabernet Sauvignon,2017,Coombsville,USA,Cabernet Sauvignon,84,S
Jackson-Triggs Niagara Estate,Grand Reserve Chardonnay,2019,Niagara Peninsula,Canada,Chardonnay,21,B
Jackson-Triggs Niagara Estate,Grand Reserve Pinot Grigio,2019,Niagara Peninsula,Canada,Pinot Gris/ Pinot Grigio,23,B
Jackson-Triggs Niagara Estate,Grand Reserve White Meritage,2020,Niagara Peninsula,Canada,Sauvignon Blanc / Semillon Blends,26,B
Jackson-Triggs Niagara Estate,Grand Reserve Meritage,2017,Niagara Peninsula,Canada,Premium Bordeaux Blend >$25,26,GG
Jackson-Triggs Niagara Estate,Grand Reserve Entourage Brut,2016,Niagara Peninsula,Canada,Brut (less than 12 g/l),30,S
Jackson-Triggs Niagara Estate,Grand Reserve Cabernet Sauvignon,2018,Niagara Peninsula,Canada,Cabernet Sauvignon,40,S
Jackson-Triggs Niagara Estate,Grand Reserve Entourage Sparkling Merlot,2017,Niagara Peninsula,Canada,Demi-Sec (32-50 g/l),35,S
Jackson-Triggs Niagara Estate,Reserve Vidal Blanc Ice Wine,2019,Niagara Peninsula,Canada,Ice Wine (All White Varietals),40,S
Jackson-Triggs Niagara Estate,Grand Reserve Merlot,2019,Niagara Peninsula,Canada,Merlot,26,S
Jackson-Triggs Niagara Estate,Grand Reserve Pinot Noir,2019,Niagara Peninsula,Canada,Pinot Noir,26,S
Jackson-Triggs Niagara Estate,Reserve Cabernet Franc Icewine Cabernet Franc Ice Wine,2019,Niagara Peninsula,Canada,Red Ice Wine,60,S
Jacob's Creek Wines,Reserve Cabernet Sauvignon,2019,Limestone Coast,Australia,Cabernet Sauvignon,13,B
